geometry,addr:city,addr:postcode,addr:street,amenity,name,access:covid19,addr:village,brand,brand:wikidata,brand:wikipedia,delivery:covid19,healthcare,shop,takeaway:covid19,addr:housename,branch,opening_hours,smoking,smoking:outdoors,brand:facebook,brand:website,old_name,operator,addr:housenumber,alt_name,internet_access,phone,start_date,website,denomination,religion,level,operator:type,phone:alternate,name:tl,laundry_service,self_service,opening_hours:covid19,ref:vatin,ref,taxi_vehicle,cuisine,delivery,access,shelter_type,capacity,fee,parking,surface,air_conditioning,check_date,name:ar,name:en,name:es,name:ko,name:ru,payment:cash,payment:gcash,payment:maya,ref:branch,takeaway,takeout,cash_in,currency:PHP,currency:others,drive_through,network,name:abbr,source,backrest,microbrewery,outdoor_seating,wheelchair,material,female,male,gambling,natural,office,room,public_transport,cash_out,cheque_in,language:en,language:others,location,network:wikidata,facebook,frequency,on_air:frequency,operator:wikidata,studio,wikidata,wikipedia,second_hand,osm_id,timestamp,type,official_name,addr:province,addr:room,addr:door,atm,name:zh,addr:street:corner,toilets,service:bicycle:fixie,bicycle_parking,delivery:partner,payment:alipay,payment:grabpay,payment:mastercard,payment:mastercard_debit,payment:visa,payment:visa_debit,payment:wechat,organic,addr:quarter,service:bicycle:repair,service:bicycle:retail,closed,addr:full,not:operator:wikidata,service,addr:barangay,addr:town,building,landuse,emergency,fuel:diesel,fuel:e10,fuel:octane_91,fuel:octane_95,addr:place,building:levels,note:es,contact:mobile,email,changing_table,toilets:disposal,government,loc_name,short_name,addr:unit,abbr_name,description,clothes,seats,contact:phone,indoor,social_facility,social_facility:for,contact:email,dispensing,police,food,trade,contact:facebook,lgbtq,addr:floor,payment:pluxee,fax,internet_access:fee,internet_access:ssid,fast_food,unisex,computer:repair,mobile_phone:repair,healthcare:speciality,repair,covered,operator:en,operator:short,operator:tl,vending,diet:meat,bus,addr:district,mobile,place,note,roof:colour,building:material,building:underground,roof:material,roof:shape,theatre:type,townhall:type,tourism,leisure,wikimedia_commons,height,man_made,tower:type,isced:level,addr:neighbourhood,population:pupils:2012,population:pupils:2015,source:date,residential,layer,duplicate,previously,disused:amenity,device_charging,device_charging:capacity,device_charging:fee,postal_code,ref:doh,nohousenumber,sport,capacity:disabled,barrier,grades,name:etymology,name:etymology:wikidata,old_name:1904-09-26--2016-09-12,old_name:etymology,monitoring:weather,building:use,reservation,old_addr:housenumber,ele,payment:credit_cards,service:vehicle:sale,name:description,addr:hamlet,addr:state,building:levels:underground,not:brand:wikidata,hazard,crop,building:min_level,fuel:octane_100,wikipedia:en,roof:levels,roof:orientation,building:repair,place_of_worship,abandoned:amenity,supervised,end_date,addr:old,house,addr:municipality,education,old_name:en,old_name:tl,brand:instagram,brand:twitter,fuel:octane_97,smoothness,motorcycle:repair,motorcycle:sales,club,information,diet:vegan,addr:country,drinking_water,fountain,building:height,construction,disused:building,building:flats,produce,area,aquaculture,water,fuel:octane_93,vehicle,bench,lit,diet:beef,payment:e-load,beauty,communication:mobile_phone,tower:construction,trees,power,substation,voltage,denomination:wikidata,place:PH,centroid,x,y
"POLYGON ((121.2414899 14.1773993, 121.241531 14.1774181, 121.2415632 14.1773517, 121.2415221 14.177333, 121.2414899 14.1773993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24152655163222 14.177375532273409),121.24152655163222,14.177375532273409
"POLYGON ((121.2413882 14.1773879, 121.2414683 14.1774235, 121.2415018 14.1773526, 121.2414218 14.177317, 121.2413882 14.1773879))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24144501865777 14.177370254560273),121.24144501865777,14.177370254560273
"POLYGON ((121.2420252 14.1775525, 121.242069 14.1775674, 121.2421002 14.1774872, 121.2420561 14.1774703, 121.2420252 14.1775525))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24206260512315 14.177519178872771),121.24206260512315,14.177519178872771
"POLYGON ((121.2420607 14.1775991, 121.2421175 14.1776195, 121.242159 14.1775107, 121.2421023 14.1774903, 121.2420607 14.1775991))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24210986826125 14.177554913554125),121.24210986826125,14.177554913554125
"POLYGON ((121.2419368 14.1775309, 121.2420213 14.1775592, 121.2420535 14.1774689, 121.2419689 14.1774406, 121.2419368 14.1775309))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24199513016492 14.177499892828703),121.24199513016492,14.177499892828703
"POLYGON ((121.2419414 14.1776317, 121.2420162 14.1776555, 121.2420444 14.1775723, 121.2419696 14.1775485, 121.2419414 14.1776317))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2419929 14.177602000000002),121.2419929,14.177602000000002
"POLYGON ((121.2418295 14.1777117, 121.2418869 14.1777304, 121.2419191 14.1776374, 121.2418617 14.1776187, 121.2418295 14.1777117))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24187429999999 14.177674549999999),121.24187429999999,14.177674549999999
"POLYGON ((121.2411331 14.1777526, 121.2411931 14.1777822, 121.2412117 14.1777467, 121.2411517 14.1777171, 121.2411331 14.1777526))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2411724 14.17774965),121.2411724,14.17774965
"POLYGON ((121.2409913 14.177882, 121.2410286 14.1778985, 121.2410551 14.1778423, 121.2410178 14.1778258, 121.2409913 14.177882))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2410232 14.17786215),121.2410232,14.17786215
"POLYGON ((121.2409517 14.1778615, 121.240987 14.1778774, 121.2410132 14.1778228, 121.2409779 14.1778069, 121.2409517 14.1778615))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24098245 14.177842150000002),121.24098245,14.177842150000002
"POLYGON ((121.2410198 14.1781669, 121.2411039 14.1781877, 121.241153 14.1780272, 121.2410447 14.1779886, 121.2410246 14.1780421, 121.2410529 14.1780513, 121.2410509 14.1780566, 121.2410323 14.1781224, 121.2410198 14.1781669))",Los Baños,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,POINT (121.24108238687057 14.1780872751136),121.24108238687057,14.1780872751136
"POLYGON ((121.2412415 14.1782865, 121.2413138 14.178312, 121.2413406 14.1782405, 121.2412683 14.178215, 121.2412415 14.1782865))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24129105 14.178263499999998),121.24129105,14.178263499999998
"POLYGON ((121.2410438 14.1784051, 121.2410914 14.1784273, 121.2411322 14.1783451, 121.2410845 14.1783229, 121.2410438 14.1784051))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24108798261778 14.178375089173448),121.24108798261778,14.178375089173448
"POLYGON ((121.2409311 14.1783556, 121.2410427 14.1783803, 121.2410668 14.1782776, 121.2409552 14.1782529, 121.2409311 14.1783556))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24099895 14.1783166),121.24099895,14.1783166
"POLYGON ((121.2404786 14.1781467, 121.2405412 14.1781715, 121.240563 14.1781141, 121.2405 14.1780908, 121.2404786 14.1781467))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24052082896243 14.178130837312304),121.24052082896243,14.178130837312304
"POLYGON ((121.2406398 14.1780865, 121.2406195 14.178139, 121.2406927 14.1781656, 121.240696 14.1781574, 121.2407127 14.1781145, 121.2407131 14.1781131, 121.2406398 14.1780865))",Los Baños,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24066633306572 14.178126060855606),121.24066633306572,14.178126060855606
"POLYGON ((121.2406672 14.1780855, 121.240735 14.1781117, 121.2407634 14.1780372, 121.2406956 14.178011, 121.2406672 14.1780855))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24071529999998 14.178061349999997),121.24071529999998,14.178061349999997
"POLYGON ((121.2407237 14.1776343, 121.2407901 14.177665, 121.2408176 14.1776091, 121.2407512 14.1775784, 121.2407237 14.1776343))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24077065000002 14.177621700000001),121.24077065000002,14.177621700000001
"POLYGON ((121.2408257 14.1773229, 121.2409182 14.1771324, 121.2408315 14.1770928, 121.240739 14.1772833, 121.2408257 14.1773229))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24082859999999 14.17720785),121.24082859999999,14.17720785
"POLYGON ((121.2403976 14.1775723, 121.2404238 14.1775219, 121.2403844 14.177501, 121.2403582 14.1775514, 121.2403976 14.1775723))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24039100000002 14.177536649999999),121.24039100000002,14.177536649999999
"POLYGON ((121.2404272 14.1775104, 121.2404593 14.1774542, 121.2403998 14.1774221, 121.2403676 14.1774784, 121.2404272 14.1775104))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2404134631479 14.17746627199368),121.2404134631479,14.17746627199368
"POLYGON ((121.2404295 14.1777683, 121.2405318 14.1778254, 121.2405961 14.1777194, 121.240489 14.1776642, 121.2404295 14.1777683))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2405120201614 14.177744242601683),121.2405120201614,14.177744242601683
"POLYGON ((121.240565 14.1778105, 121.2406295 14.1778477, 121.2406739 14.1777726, 121.2406144 14.1777354, 121.240565 14.1778105))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24062032058667 14.177791827056307),121.24062032058667,14.177791827056307
"POLYGON ((121.2404961 14.1779341, 121.2405709 14.1779655, 121.240595 14.1779142, 121.240521 14.17788, 121.2404961 14.1779341))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24054545360964 14.17792328971859),121.24054545360964,14.17792328971859
"POLYGON ((121.2404659 14.1780001, 121.2405242 14.1780231, 121.240551 14.1779645, 121.2404943 14.1779382, 121.2404939 14.1779391, 121.2404659 14.1780001))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24050858438841 14.17798137000148),121.24050858438841,14.17798137000148
"POLYGON ((121.2408281 14.1782236, 121.2409256 14.1782436, 121.2409357 14.1781911, 121.2409396 14.1781705, 121.2408444 14.1781495, 121.2408281 14.1782236))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24088425409172 14.178196895676491),121.24088425409172,14.178196895676491
"POLYGON ((121.2407127 14.1781145, 121.240696 14.1781574, 121.2407805 14.1781893, 121.2407967 14.1781456, 121.2407127 14.1781145))",Los Baños,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24074655058624 14.17815176269198),121.24074655058624,14.17815176269198
"POLYGON ((121.2408444 14.1781495, 121.2409396 14.1781705, 121.2409357 14.1781911, 121.2409647 14.1781966, 121.2409814 14.1781034, 121.2408607 14.1780768, 121.2408444 14.1781495))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24091598625085 14.178130249941269),121.24091598625085,14.178130249941269
"POLYGON ((121.240947 14.1778661, 121.2409125 14.1779406, 121.2410067 14.1779837, 121.2410412 14.1779091, 121.240947 14.1778661))",Los Baños,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24097685752578 14.177924881491354),121.24097685752578,14.177924881491354
"POLYGON ((121.2411073 14.177802, 121.2411941 14.1778436, 121.2412172 14.1777983, 121.2411304 14.1777567, 121.2411073 14.177802))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24116225 14.177800149999996),121.24116225,14.177800149999996
"POLYGON ((121.2410791 14.1778588, 121.2411713 14.1778989, 121.2411922 14.1778536, 121.2411 14.1778135, 121.2410791 14.1778588))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24113565000002 14.177856199999999),121.24113565000002,14.177856199999999
